"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL252174";"";"None";"438.55";"0";"4.19";"24";"COc1cc(CN(CCCn2ccnc2)C(=O)c2cc3sccc3n2C)cc(OC)c1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL944962";"Displacement of [125I]MCH from human MCHR1 expressed in CHO cell membranes at 5 ug/ml";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140742";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308072";"";"";""
"CHEMBL377321";"";"None";"459.54";"1";"6.01";"26b";"N#Cc1cccc(-c2ccc(C(CCC(=O)Nc3ccc(F)c(F)c3)C3CCNCC3)cc2)c1";"Ki";"'='";"1.2";"nM";"8.92";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867266";"Binding affinity at human MCHR1 assessed as inhibition of MCH-mediated calcium ion influx by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138943";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL211005";"";"None";"544.65";"2";"6.72";"21i";"CCN(CC)C(=O)N1CCC(CCC(=O)Nc2ccc(F)c(F)c2)(c2ccc(-c3cccc(C#N)c3)cc2)CC1";"Ki";"'='";"45.0";"nM";"7.35";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867266";"Binding affinity at human MCHR1 assessed as inhibition of MCH-mediated calcium ion influx by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138943";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL211058";"";"None";"579.65";"2";"7.59";"21a";"N#Cc1cccc(-c2ccc(C3(CCC(=O)Nc4ccc(F)c(F)c4)CCN(C(=O)OCc4ccccc4)CC3)cc2)c1";"Ki";"'='";"51.0";"nM";"7.29";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867266";"Binding affinity at human MCHR1 assessed as inhibition of MCH-mediated calcium ion influx by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138943";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL212573";"";"None";"583.61";"2";"5.96";"12x";"CN(C)S(=O)(=O)N1CCC(=C(c2ccc(-c3cccc(C#N)c3)cc2)c2nc3cc(F)c(C(F)(F)F)cc3[nH]2)CC1";"Ki";"'='";"64.0";"nM";"7.19";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL866622";"Binding affinity to human MCHR1 assessed as inhibition of MCH-mediated calcium ion influx by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138940";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL378242";"";"None";"554.57";"2";"6.12";"12v";"CS(=O)(=O)N1CCC(=C(c2ccc(-c3cccc(C#N)c3)cc2)c2nc3cc(F)c(C(F)(F)F)cc3[nH]2)CC1";"Ki";"'='";"71.4";"nM";"7.15";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL866622";"Binding affinity to human MCHR1 assessed as inhibition of MCH-mediated calcium ion influx by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138940";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL269939";"";"None";"468.44";"1";"5.09";"7";"CO[C@@H]1CN(C[C@H]2Cc3ccc(Br)cc3C2)CC[C@H]1n1c(C)nc2cc(C)ccc21";"Efficacy";"'='";"92.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL948282";"Antagonist activity at MCHR1 by cAMP assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141625";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL258260";"";"None";"474.65";"0";"4.92";"5";"CO[C@@H]1CN(C[C@@H]2Cc3ccc(NC(=O)C(C)C)cc3C2)CC[C@H]1n1c(C)nc2cc(C)ccc21";"Efficacy";"'='";"74.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL948282";"Antagonist activity at MCHR1 by cAMP assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141625";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL119647";"";"None";"160.18";"0";"1.52";"22";"Nc1ccc2cccc(O)c2n1";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL832326";"Concentration required to inhibit binding of [125I]MCH radioligand to human melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137102";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL427153";"";"None";"202.26";"0";"2.61";"24";"CCCOc1cccc2ccc(N)nc12";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"29.46";"0.54";"3.35";"12.38";"0";"CHEMBL832326";"Concentration required to inhibit binding of [125I]MCH radioligand to human melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137102";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL183159";"";"None";"258.36";"0";"4.02";"1";"CC(CC(C)(C)C)Oc1cccc2ccc(N)nc12";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"28.26";"0.52";"3.28";"15.17";"0";"CHEMBL832324";"Concentration required to inhibit binding of [125I]-MCH radioligand to human Melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137870";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL209510";"";"None";"528.08";"2";"6.85";"33d";"N#Cc1cccc(-c2ccc(C(NCc3nc4cc(Cl)c(F)cc4[nH]3)C3CCN(CC4CC4)CC3)cc2)c1";"Ki";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867266";"Binding affinity at human MCHR1 assessed as inhibition of MCH-mediated calcium ion influx by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138943";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL376976";"";"None";"473.98";"1";"5.72";"33b";"N#Cc1cccc(-c2ccc(C(NCc3nc4cc(Cl)c(F)cc4[nH]3)C3CCNCC3)cc2)c1";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867266";"Binding affinity at human MCHR1 assessed as inhibition of MCH-mediated calcium ion influx by FLIPR assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138943";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL384844";"";"None";"451.45";"0";"2.66";"15";"O=C1COc2cc(CN3CCC(NC(=O)c4cc(=O)c5ccc(F)cc5o4)CC3)ccc2N1";"IC50";"'='";"166.0";"nM";"6.78";"";"";"UO_0000065";"15.02";"0.28";"4.12";"6.72";"0";"CHEMBL854908";"Displacement of 125I-MCH from MCH-R1 expressed in IMR-32 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137588";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307656";"";"";""
"CHEMBL382755";"";"None";"486.54";"1";"5.35";"45";"CCc1cc(N(C)CCN(C)C)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12";"IC50";"'='";"151.0";"nM";"6.82";"";"";"UO_0000065";"14.02";"0.27";"1.47";"11.82";"0";"CHEMBL871627";"Displacement of 15 pM [125I]MCH from human MCH1R expressed in CHO-K1 in whole-cell binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140405";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307512";"";"";""
"CHEMBL1253626";"";"None";"586.69";"1";"2.98";"9h";"COC[C@H]1OC(OCc2ccc3ccccc3c2)[C@H](NC(=O)CCN=C(N)N)[C@@H](OCc2ccc3ccccc3c2)[C@@H]1O";"Ki";"'='";"6300.0";"nM";"5.20";"";"";"UO_0000065";"8.86";"0.17";"2.22";"3.45";"0";"CHEMBL1252088";"Displacement of [I125I]MCH from human MCH1 receptor expressed in CHO cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1250479";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL241375";"";"None";"431.56";"1";"5.26";"1a";"Cc1ccc(CN2CCC(NC(=O)NCc3ccc(-c4ccc(F)cc4)cc3)CC2)cc1";"Kb";"'='";"198.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL886073";"Antagonist activity at human MCH1 receptor expressed in HEK cells after 45 mins by [35S]GTP-gamma-S binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139918";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3307715";"";"";""
"CHEMBL241589";"";"None";"531.67";"2";"5.32";"1f";"Cc1ccc(CN2CCC(NC(=O)N(CC(=O)C(C)(C)O)Cc3ccc(-c4ccc(F)cc4)cc3)CC2)cc1";"Kb";"'='";"4530.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL886073";"Antagonist activity at human MCH1 receptor expressed in HEK cells after 45 mins by [35S]GTP-gamma-S binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139918";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3307715";"";"";""
"CHEMBL393078";"";"None";"413.57";"1";"5.13";"1e";"Cc1ccc(CN2CCC(NC(=O)NCc3ccc(-c4ccccc4)cc3)CC2)cc1";"Ki";"'='";"2640.0";"nM";"5.58";"";"";"UO_0000065";"13.49";"0.25";"0.45";"12.57";"0";"CHEMBL886074";"Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139918";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3307715";"";"";""
"CHEMBL241376";"";"None";"443.59";"1";"5.13";"1b";"COc1ccc(-c2ccc(CNC(=O)NC3CCN(Cc4ccc(C)cc4)CC3)cc2)cc1";"Ki";"'='";"1460.0";"nM";"5.84";"";"";"UO_0000065";"13.16";"0.24";"0.71";"10.89";"0";"CHEMBL886074";"Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139918";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3307715";"";"";""
"CHEMBL239904";"";"None";"501.69";"2";"7.02";"2a";"Cc1ccc(CN2CCC(CCN(Cc3ccc(-c4ccc(F)cc4)cc3)C(=O)NC(C)C)CC2)cc1";"Ki";"'='";"314.0";"nM";"6.50";"";"";"UO_0000065";"12.96";"0.24";"-0.52";"18.28";"0";"CHEMBL886074";"Displacement of [3H]SNAP from human MCH1 receptor expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139918";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3307715";"";"";""
"CHEMBL184754";"";"None";"286.42";"0";"4.50";"58";"CC(CC(C)(C)C)Oc1cccc2ccc(N(C)C)nc12";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL832326";"Concentration required to inhibit binding of [125I]MCH radioligand to human melanin-concentrating hormone receptor 1 in IMR-32 I3.4.2 cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137102";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL520349";"";"None";"438.96";"1";"6.64";"12h";"CCCCNC(=O)c1ccc2c(c1)N=C(c1ccc(F)c(Cl)c1)c1ccccc1S2";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL1000178";"Binding affinity to MCH receptor 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138444";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL179203";"";"None";"571.51";"2";"7.26";"8i";"O=C(NCC(CCN1CCC(N2CCCCC2)CC1)c1ccc(Cl)c(Cl)c1)Nc1cccc(C(F)(F)F)c1";"Ki";"'='";"205.0";"nM";"6.69";"";"";"UO_0000065";"11.70";"0.24";"-0.57";"14.05";"0";"CHEMBL839584";"Inhibitory constant towards Human melanin-concentrating hormone receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142771";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL184116";"";"None";"502.62";"2";"5.74";"19";"COc1cc(NC(=O)Nc2cccc(Oc3ccccc3)c2)ccc1C(=O)NCCCN1CCCCC1";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"15.32";"0.28";"1.96";"8.37";"0";"CHEMBL831013";"Binding affinity against human Melanin-concentrating hormone receptor 1 stably transfected CHO cells was determined using [125I]MCH as radioligand";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137103";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3308072";"";"";""
"CHEMBL194046";"";"None";"472.51";"1";"5.46";"62";"Cc1cc(NC(C)CN(C)C)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12";"IC50";"'='";"98.0";"nM";"7.01";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL884193";"Inhibitory concentration against 10 nM MCH-induced IP3 accumulation in CHO-K1 cells expressing human MCH1R after incubation with [3H]myo-inositol";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140405";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307512";"";"";""
"CHEMBL370820";"";"None";"459.47";"1";"5.03";"66";"Cc1cc(OCCN(C)C)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12";"IC50";"'='";"158.0";"nM";"6.80";"";"";"UO_0000065";"14.80";"0.28";"1.77";"10.68";"0";"CHEMBL871627";"Displacement of 15 pM [125I]MCH from human MCH1R expressed in CHO-K1 in whole-cell binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL344";"Melanin-concentrating hormone receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140405";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307512";"";"";""
