"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL591285";"";"0";"338.46";"0";"2.31";"32";"NCC1CCN(c2nc(-c3ccncc3)cnc2N2CCCC2)CC1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"20.35";"0.38";"4.58";"9.68";"0";"CHEMBL1074822";"Inhibition of human recombinant ROCK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157736";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL602041";"";"0";"352.49";"0";"2.57";"33";"CNCC1CCN(c2nc(-c3ccncc3)cnc2N2CCCC2)CC1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"19.36";"0.36";"4.25";"11.93";"0";"CHEMBL1074822";"Inhibition of human recombinant ROCK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157736";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL604934";"";"0";"349.44";"0";"2.03";"35";"c1cc(-c2cnc(N3CCCC3)c(N3CCNCC3)n2)c2cc[nH]c2n1";"IC50";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"21.37";"0.39";"5.44";"10.24";"0";"CHEMBL1074822";"Inhibition of human recombinant ROCK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157736";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL521823";"";"0";"343.39";"0";"1.46";"7";"CCn1c(-c2nonc2N)nc2cncc(OCC3CCNCC3)c21";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"24.82";"0.47";"7.06";"7.29";"0";"CHEMBL1028092";"Inhibition of human recombinant ROCK1 expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140130";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3308860";""
"CHEMBL1922045";"";"0";"346.39";"0";"3.50";"2";"COc1cccc(CNC(=O)c2c[nH]c3cc(-c4cn[nH]c4)ccc23)c1";"IC50";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1924422";"Inhibition of ROCK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1921670";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL1922047";"";"0";"360.42";"0";"3.51";"36";"COc1cccc(CNC(=O)c2cn(C)c3cc(-c4cn[nH]c4)ccc23)c1";"IC50";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1924422";"Inhibition of ROCK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1921670";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL485440";"";"0";"492.92";"1";"5.20";"29";"CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(Cl)cc2F)N=C(c2ccnc(C)c2)N1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"16.23";"0.31";"2.80";"8.42";"0";"CHEMBL987092";"Inhibition of human recombinant ROCK1 kinase expressed in insect Sf9 cells by SPA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142520";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3308860";""
"CHEMBL483396";"";"0";"427.44";"0";"3.50";"13";"CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(F)cc2)N=C(c2cnccn2)N1";"IC50";"'='";"105.0";"nM";"6.98";"";"";"UO_0000065";"16.33";"0.30";"3.48";"6.46";"0";"CHEMBL987092";"Inhibition of human recombinant ROCK1 kinase expressed in insect Sf9 cells by SPA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142520";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3308860";""
"CHEMBL483575";"";"0";"516.58";"1";"3.22";"19";"COc1ccc(C2=NC(c3ccc(S(N)(=O)=O)cc3)C(C(=O)Nc3ccc4[nH]ncc4c3)=C(C)N2)cc1";"IC50";"'='";"68.0";"nM";"7.17";"";"";"UO_0000065";"13.87";"0.26";"3.95";"4.73";"0";"CHEMBL987092";"Inhibition of human recombinant ROCK1 kinase expressed in insect Sf9 cells by SPA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142520";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3308860";""
"CHEMBL570820";"";"0";"447.31";"0";"3.91";"22f";"Cc1c[nH]c2ncnc(N3CCN(C(=O)Nc4ccc(F)c(Br)c4)[C@@H](C)C3)c12";"IC50";"'='";"51.0";"nM";"7.29";"";"";"UO_0000065";"16.30";"0.36";"3.38";"9.45";"0";"CHEMBL1036968";"Inhibition of human ROCK1 expressed in baculovirus system";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154624";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL523586";"";"0";"473.37";"0";"4.49";"44";"NC[C@H](Cc1cccc(F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"18.38";"0.41";"4.21";"10.38";"0";"CHEMBL959251";"Inhibition of ROCK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153968";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL520640";"";"0";"375.43";"0";"3.22";"18";"COc1ccc(C2=NC(C)C(C(=O)Nc3ccc4[nH]ncc4c3)=C(C)N2)cc1";"IC50";"'='";"863.0";"nM";"6.06";"";"";"UO_0000065";"16.15";"0.30";"2.84";"6.63";"0";"CHEMBL987092";"Inhibition of human recombinant ROCK1 kinase expressed in insect Sf9 cells by SPA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142520";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3308860";""
"CHEMBL1215171";"";"0";"435.53";"0";"2.68";"29";"COc1ccc2c(c1)C[C@H](C(=O)Nc1ccc(-c3cn[nH]c3)cc1OCCN(C)C)NC2";"IC50";"'='";"48.0";"nM";"7.32";"";"";"UO_0000065";"16.80";"0.31";"4.64";"8.00";"0";"CHEMBL1219255";"Inhibition of ROCK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212924";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL573151";"";"0";"387.49";"0";"3.58";"5A";"c1ccc2c(c1)CC(Nc1nc(Nc3ccncc3)nc(N3CCCCC3)n1)C2";"IC50";"'='";"8300.0";"nM";"5.08";"";"";"UO_0000065";"13.11";"0.24";"1.50";"6.44";"0";"CHEMBL1054435";"Inhibition of ROCK1 by IMAP assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154592";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL601935";"";"0";"298.39";"0";"1.57";"12";"Cc1cnccc1-c1cnc(N)c(N2CCCN(C)CC2)n1";"IC50";"'='";"120000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1074822";"Inhibition of human recombinant ROCK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157736";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL590313";"";"0";"323.40";"0";"1.74";"17";"CN1CCCN(c2nc(-c3ccc4[nH]ncc4c3)cnc2N)CC1";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"17.43";"0.32";"3.90";"6.48";"0";"CHEMBL1074822";"Inhibition of human recombinant ROCK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157736";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL602326";"";"0";"324.43";"0";"2.07";"30";"NC1CCN(c2nc(-c3ccncc3)cnc2N2CCCC2)CC1";"IC50";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"20.15";"0.37";"4.47";"9.19";"0";"CHEMBL1074822";"Inhibition of human recombinant ROCK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157736";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL2436978";"";"0";"421.55";"1";"5.13";"1, URMC-099";"CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1";"IC50";"'='";"1030.0";"nM";"5.99";"";"";"UO_0000065";"14.20";"0.26";"0.86";"11.75";"0";"CHEMBL2439757";"Inhibition of wild type human ROCK1 by high throughput ATP-[33P] radiolabeled assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434948";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL1922032";"";"0";"443.55";"0";"4.30";"23";"COc1cccc(CN(CCN2CCCC2)C(=O)c2cc3ccc(-c4cn[nH]c4)cc3[nH]2)c1";"IC50";"'='";"62.0";"nM";"7.21";"";"";"UO_0000065";"16.25";"0.30";"2.91";"9.33";"0";"CHEMBL1924422";"Inhibition of ROCK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1921670";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL4568022";"";"0";"471.51";"0";"4.44";"12l";"Cc1coc2cc(OCC(=O)Nc3cccc(NC(=O)c4ccc(N(C)C)cc4)c3)ccc2c1=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4379075";"Inhibition of recombinant human ROCK1 (17 to 535 residues) using KEAKEKRQEQIAKR as substrate incubated for 40 mins in presence of [gamma-33P]ATP and 10 uM ATP by radiometric scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4376834";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4457201";"";"0";"475.48";"0";"4.27";"47e";"CN(C)c1ccc(C(=O)Nc2cc(F)cc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1";"IC50";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"15.37";"0.29";"3.04";"7.25";"0";"CHEMBL4379075";"Inhibition of recombinant human ROCK1 (17 to 535 residues) using KEAKEKRQEQIAKR as substrate incubated for 40 mins in presence of [gamma-33P]ATP and 10 uM ATP by radiometric scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4376834";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4529129";"";"0";"525.48";"2";"5.15";"47g";"CN(C)c1ccc(C(=O)Nc2cc(NC(=O)COc3ccc4c(=O)ccoc4c3)cc(C(F)(F)F)c2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4379075";"Inhibition of recombinant human ROCK1 (17 to 535 residues) using KEAKEKRQEQIAKR as substrate incubated for 40 mins in presence of [gamma-33P]ATP and 10 uM ATP by radiometric scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4376834";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL2333908";"";"0";"379.39";"0";"2.70";"37";"COc1cc(-c2cn[nH]c2)cc2c(=O)[nH]c([C@H](N)Cc3cccc(F)c3)nc12";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"21.49";"0.40";"5.45";"7.44";"0";"CHEMBL2346264";"Inhibition of ROCK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331421";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2334293";"";"0";"365.82";"0";"3.21";"32";"N[C@@H](Cc1ccc(Cl)cc1)c1nc2ccc(-c3cn[nH]c3)cc2c(=O)[nH]1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2346264";"Inhibition of ROCK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331421";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL566298";"";"0";"402.51";"0";"2.39";"5C";"c1ccc2c(c1)CC(Nc1nc(Nc3ccncc3)nc(N3CCCNCC3)n1)C2";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"19.77";"0.36";"5.57";"8.76";"0";"CHEMBL1054435";"Inhibition of ROCK1 by IMAP assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154592";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL3338840";"";"0";"330.40";"0";"2.58";"8";"c1ccc2c(N3CCNCC3)nc(-c3ccc4[nH]ncc4c3)nc2c1";"IC50";"'='";"39.0";"nM";"7.41";"";"";"UO_0000065";"22.42";"0.40";"4.83";"10.63";"0";"CHEMBL3383292";"Inhibition of ROCK-1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352074";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL2023161";"";"0";"347.42";"0";"3.47";"BDBM50382696";"O=C(Nc1ccc(-c2ccncc2)cc1)N[C@H](CO)Cc1ccccc1";"IC50";"'='";"31010.0";"nM";"4.51";"";"417310";"UO_0000065";"12.98";"0.24";"1.04";"6.07";"0";"CHEMBL3888818";"FRET-Based Enzyme-Coupled Assay: A robust FRET-based, enzyme-coupled assay format, Z-Lyte® Kinase Assay Ser/Thr 13 Peptide Kit (Invitrogen, cat. PV3793), was employed in this study to monitor inhibition of ROCK1 (Invitrogen, cat. PV3691) and ROCK2 (Invitrogen, cat. PV3759) enzyme activities. Compounds were tested on three separate days with 8 point dilutions done in duplicate to determine the average IC50 values. The assay conditions were optimized to 15 μl of kinase reaction volume with 5 ng of enzyme in 50 mM HEPES (pH 7.5), 10 mM MgCl2, 1 mM EGTA, and 0.01% Brij-35. The reaction was incubated 1 hr. at room temperature in the presence of 1.5 μM of substrate with 12.5 μM of ATP (ROCK1 assay) or 2 μM of substrate with 50 μM of ATP (ROCK2 assay) in the presence of various concentrations of the compounds. The reaction was then stopped and the ratio of phosphorylated to unphosphorylated peptide substrate was determined by selective cleavage of only the unphosphorylated peptide as described by the manufacturer (Invitrogen, cat. PV3793). This was followed by excitation of coumarin at 400 nm resulting in emission at 445 nm and energy transfer to fluorescein and final emission at 520 nm. The substrate contains both coumarin and fluorescein and only uncleaved phosphorylated substrate will undergo FRET.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886847";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL1085468";"";"0";"275.76";"0";"3.90";"9";"Cc1c(-c2cc(N)ncn2)sc2ccc(Cl)cc12";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"17.72";"0.37";"0.99";"9.43";"0";"CHEMBL1117720";"Inhibition of ROCK1 assessed as ATP cunsumption";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155477";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL1765727";"";"0";"325.38";"0";"1.41";"(S)-18a";"C[C@H]1COCCN1c1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1";"IC50";"'='";"15848.93";"nM";"4.80";"";"";"UO_0000065";"14.75";"0.27";"3.39";"4.03";"0";"CHEMBL1768782";"Inhibition of ROCK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3231";"Rho-associated protein kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1765070";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
