ID,Mol,Smiles,Source
DB00127,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA1C40>,NCCCNCCCCNCCCN,drugbank
DB00128,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA1CB0>,N[C@@H](CC(=O)O)C(=O)O,drugbank
DB00129,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA1D20>,NCCC[C@H](N)C(=O)O,drugbank
DB00130,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA1D90>,NC(=O)CC[C@H](N)C(=O)O,drugbank
DB00131,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA1E00>,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,drugbank
DB00132,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA1E70>,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,drugbank
DB00133,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA1EE0>,N[C@@H](CO)C(=O)O,drugbank
DB00134,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA1F50>,CSCC[C@H](N)C(=O)O,drugbank
DB00135,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA1FC0>,N[C@@H](Cc1ccc(O)cc1)C(=O)O,drugbank
DB00136,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2030>,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,drugbank
DB00137,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA20A0>,CC1=CC(O)CC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CC(O)CC1(C)C,drugbank
DB00138,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2110>,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,drugbank
DB00139,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2180>,O=C(O)CCC(=O)O,drugbank
DB00140,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA21F0>,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,drugbank
DB00141,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2260>,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,drugbank
DB00142,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA22D0>,N[C@@H](CCC(=O)O)C(=O)O,drugbank
DB00143,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2340>,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,drugbank
DB00144,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA23B0>,CCCC(=O)O[C@H](COC(=O)CC)COP(=O)(O)OC[C@H](N)C(=O)O,drugbank
DB00145,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2420>,NCC(=O)O,drugbank
DB00146,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2490>,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,drugbank
DB00147,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2500>,Cc1ncc(CO)c(C=O)c1O,drugbank
DB00148,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2570>,CN(CC(=O)O)C(=N)N,drugbank
DB00149,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA25E0>,CC(C)C[C@H](N)C(=O)O,drugbank
DB00150,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2650>,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,drugbank
DB00151,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA26C0>,N[C@@H](CS)C(=O)O,drugbank
DB00152,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2730>,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,drugbank
DB00153,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA27A0>,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,drugbank
DB00154,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2810>,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,drugbank
DB00155,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2880>,NC(=O)NCCC[C@H](N)C(=O)O,drugbank
DB00156,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA28F0>,C[C@@H](O)[C@H](N)C(=O)O,drugbank
DB00157,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2960>,NC(=O)C1=CN([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,drugbank
DB00158,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA29D0>,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,drugbank
DB00159,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2A40>,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,drugbank
DB00160,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2AB0>,C[C@H](N)C(=O)O,drugbank
DB00161,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2B20>,CC(C)[C@H](N)C(=O)O,drugbank
DB00162,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2B90>,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,drugbank
DB00163,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2C00>,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,drugbank
DB00165,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2C70>,Cc1ncc(CO)c(CO)c1O,drugbank
DB00166,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2CE0>,O=C(O)CCCCC1CCSS1,drugbank
DB00167,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2D50>,CC[C@H](C)[C@H](N)C(=O)O,drugbank
DB00168,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2DC0>,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,drugbank
DB00169,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2E30>,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,drugbank
DB00170,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2EA0>,CC1=CC(=O)c2ccccc2C1=O,drugbank
DB00171,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2F10>,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,drugbank
DB00172,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2F80>,O=C(O)[C@@H]1CCCN1,drugbank
DB00173,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA2FF0>,Nc1ncnc2nc[nH]c12,drugbank
DB00174,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3060>,NC(=O)C[C@H](N)C(=O)O,drugbank
DB00175,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA30D0>,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,drugbank
DB00176,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3140>,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,drugbank
DB00177,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA31B0>,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,drugbank
DB00178,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3220>,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,drugbank
DB00179,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3290>,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,drugbank
DB00180,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3300>,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,drugbank
DB00181,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3370>,NCC(CC(=O)O)c1ccc(Cl)cc1,drugbank
DB00182,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA33E0>,CC(N)Cc1ccccc1,drugbank
DB00183,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3450>,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,drugbank
DB00184,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA34C0>,CN1CCC[C@H]1c1cccnc1,drugbank
DB00185,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3530>,CC1O[C@@]2(CS1)CN1CCC2CC1,drugbank
DB00186,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA35A0>,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,drugbank
DB00187,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3610>,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,drugbank
DB00188,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3680>,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,drugbank
DB00189,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA36F0>,C#CC(O)(C=CCl)CC,drugbank
DB00190,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3760>,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,drugbank
DB00191,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA37D0>,CC(C)(N)Cc1ccccc1,drugbank
DB00192,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3840>,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,drugbank
DB00193,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA38B0>,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,drugbank
DB00194,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3920>,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,drugbank
DB00195,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3990>,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,drugbank
DB00196,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3A00>,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,drugbank
DB00197,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3A70>,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,drugbank
DB00198,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3AE0>,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,drugbank
DB00199,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3B50>,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,drugbank
DB00200,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3BC0>,C/C1=C2/N3[Co+]456(O)<-N7=C1[C@@H](CCC(N)=O)C(C)(C)/C7=C/C1=N->4/C(=C(/C)C4=N->5[C@@](C)([C@H]3[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@@H](n3cn->6c5cc(C)c(C)cc53)O[C@@H]2CO)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,drugbank
DB00201,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3C30>,Cn1c(=O)c2c(ncn2C)n(C)c1=O,drugbank
DB00202,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3CA0>,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,drugbank
DB00203,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3D10>,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,drugbank
DB00204,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3D80>,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,drugbank
DB00205,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3DF0>,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,drugbank
DB00206,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3E60>,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,drugbank
DB00207,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3ED0>,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,drugbank
DB00208,<rdkit.Chem.rdchem.Mol object at 0x000002217AEA3F40>,Clc1ccccc1CN1CCc2sccc2C1,drugbank
DB00209,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98040>,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,drugbank
DB00210,<rdkit.Chem.rdchem.Mol object at 0x000002217AE980B0>,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,drugbank
DB00211,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98120>,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,drugbank
DB00212,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98190>,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1cnc[nH]1)C(O)=N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,drugbank
DB00213,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98200>,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,drugbank
DB00214,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98270>,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,drugbank
DB00215,<rdkit.Chem.rdchem.Mol object at 0x000002217AE982E0>,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,drugbank
DB00216,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98350>,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,drugbank
DB00217,<rdkit.Chem.rdchem.Mol object at 0x000002217AE983C0>,C/N=C(\NC)NCc1ccccc1,drugbank
DB00218,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98430>,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,drugbank
DB00219,<rdkit.Chem.rdchem.Mol object at 0x000002217AE984A0>,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,drugbank
DB00220,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98510>,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,drugbank
DB00221,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98580>,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,drugbank
DB00222,<rdkit.Chem.rdchem.Mol object at 0x000002217AE985F0>,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,drugbank
DB00223,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98660>,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,drugbank
DB00224,<rdkit.Chem.rdchem.Mol object at 0x000002217AE986D0>,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,drugbank
DB00225,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98740>,CNC1CN23CCN45CCN67CC(=O)[O-]->[Gd+3]<-4<-2<-6(<-O=1)(<-O=C(C7)NC)(<-[O-]C(=O)C5)<-[O-]C(=O)C3,drugbank
DB00226,<rdkit.Chem.rdchem.Mol object at 0x000002217AE987B0>,NC(N)=NCC1COC2(CCCCC2)O1,drugbank
DB00227,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98820>,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,drugbank
DB00228,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98890>,FC(F)OC(F)(F)C(F)Cl,drugbank
DB00229,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98900>,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,drugbank
DB00230,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98970>,CC(C)C[C@H](CN)CC(=O)O,drugbank
DB00231,<rdkit.Chem.rdchem.Mol object at 0x000002217AE989E0>,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,drugbank
DB00232,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98A50>,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,drugbank
DB00233,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98AC0>,Nc1ccc(C(=O)O)c(O)c1,drugbank
DB00234,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98B30>,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,drugbank
DB00235,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98BA0>,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,drugbank
DB00236,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98C10>,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,drugbank
DB00237,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98C80>,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,drugbank
DB00238,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98CF0>,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,drugbank
DB00239,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98D60>,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,drugbank
DB00240,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98DD0>,C[C@@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,drugbank
DB00241,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98E40>,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,drugbank
DB00242,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98EB0>,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,drugbank
DB00243,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98F20>,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,drugbank
DB00244,<rdkit.Chem.rdchem.Mol object at 0x000002217AE98F90>,Nc1ccc(O)c(C(=O)O)c1,drugbank
DB00245,<rdkit.Chem.rdchem.Mol object at 0x000002217AE99000>,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,drugbank
DB00246,<rdkit.Chem.rdchem.Mol object at 0x000002217AE99070>,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,drugbank
DB00247,<rdkit.Chem.rdchem.Mol object at 0x000002217AE990E0>,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,drugbank
DB00248,<rdkit.Chem.rdchem.Mol object at 0x000002217AE99150>,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,drugbank
DB00249,<rdkit.Chem.rdchem.Mol object at 0x000002217AE991C0>,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,drugbank
